"SURVEY_YEAR","BIOMASS_MALE_GE25","CV_BIOMASS_MALE_GE25","CI_BIOMASS_MALE_GE25","BIOMASS_MALE_LE94","CV_BIOMASS_MALE_LE94","CI_BIOMASS_MALE_LE94","BIOMASS_MALE_GE95","CV_BIOMASS_MALE_GE95","CI_BIOMASS_MALE_GE95","BIOMASS_MALE_GE78","CV_BIOMASS_MALE_GE78","CI_BIOMASS_MALE_GE78","BIOMASS_MALE_GE102","CV_BIOMASS_MALE_GE102","CI_BIOMASS_MALE_GE102","BIOMASS_MALE_95TO101","CV_BIOMASS_MALE_95TO101","CI_BIOMASS_MALE_95TO101","BIOMASS_MALE_TOTAL","CV_BIOMASS_MALE_TOTAL","CI_BIOMASS_MALE_TOTAL","BIOMASS_FEMALE_IMMATURE","CV_BIOMASS_FEMALE_IMMATURE","CI_BIOMASS_FEMALE_IMMATURE","BIOMASS_FEMALE_MATURE","CV_BIOMASS_FEMALE_MATURE","CI_BIOMASS_FEMALE_MATURE","BIOMASS_FEMALE_TOTAL","CV_BIOMASS_FEMALE_TOTAL","CI_BIOMASS_FEMALE_TOTAL","GTOTAL_MT","CV_GTOTAL_MT","CI_GTOTAL_MT"
1990,1087484.61047544184914351141367191335924,0.0856935617167569425333857258571261835976,182653.2419842492927337190574874524982524,551089.6198101985337289498251952875334372,0.0677875985442211775283490501103016394279,73219.8021427791839898733057292540252013,536407.2221838196421985234971030648655231,0.1178097828899891018725249642483431532151,123860.2760367519582527177069057517558306,837671.3016774220181290589826246714874021,0.1060105943534032776188569144944951184476,174051.9838246804766967672322232528103575,342889.2269083478338151367679360002924767,0.1179690136736475034121465953523010203627,79282.5956394867218563949584821398601655,193517.9952754718083833867291670645730434,0.1263378772729663751542038837399226511833,47919.3593649571665182450767010971012678,1087496.84199401817592747332229835239896,0.0856921583013306440938073552907582028797,182652.3050112431862915960570508484747177,72329.8242823513723601027887195838990641,0.3099190596064741713769819667416899273027,43936.1266012522014382995097034692785757,342233.6096380660205654174507759918730832,0.1454441480126491617015493921240875840313,97560.7165192000552339327200816007094896,414563.4339204173929255202394955757721471,0.1314702726529243415198020913527928285007,106825.4246713217218997660472261382918377,1502060.27591443556885299356179392817111,0.075276799424607907464465358448763760401,221617.7686228170691867859019078247415195
1991,1154191.74041239881727779977305417972617,0.0980166002901357149197351641095815890026,221734.7029372292243182879724697744694525,570509.1685854205824340061001396726549321,0.1174225721038232082856705254338585166323,131301.6818088630063109330004927255914222,584812.8643209039302908354315127584049865,0.1348121749715027571319920083045038517427,154526.1926132141890600686964142550399098,834989.7115621588675239229526593218161582,0.1192602985845924934698048995992726700646,195178.9997392930259532823674799685959741,454937.1812711216162863144242184431596688,0.1562084507066866815541738755379640501629,139287.4632202488094037699177256677359623,129875.6830497823140045210072943152453172,0.1396704173437920973413352534521111318618,35553.9900745713956100967283688847010063,1155322.03290632451272484153165243105992,0.0979350384593494762193003799311176784389,221767.1551422048360573855905547723279332,135720.7827992931108595862312034915586751,0.1274054499291896646249348682202545718776,33891.4720986800980742190625676664000852,380399.0119821893145041589104688564200193,0.173341320613971980036352201202270715616,129240.1795105959798389808655997475363726,516119.7947814824253637451416723479786924,0.1367878021278439015263963166308666285477,138373.8290311523261945267877783761618865,1671441.82768780693808858667332477903862,0.0865528260975867622447549862670935503624,283549.3071344268516578266064478111107879
1992,649882.4976383178446355459405735971554452,0.0616576181273245792416372592474335662727,78537.6054593500260150329612389335543843,344638.2893348448128022049348617026633621,0.0920711762950176454606177000678994701588,62193.2552829091208407861903737746653994,305894.5205056726758733579057230286798848,0.0868851506309955509262731198728410731683,52092.2753230097944604877989623808473827,415858.4763254896332266316292514774602966,0.0698855750036964103549669071142816072936,56962.5171268091109552382117143127283312,255135.9637339468831611575619111498230806,0.0950025385232570888759859200062383528928,47507.5858776731201246474484485014710764,50758.5567717257927122003438118788568045,0.0684130418412183709686904146593561038133,6806.192645718912086108039354471695726341,650532.8098405174886755628405847313432437,0.061700897199690870783583829979197081067,78671.377728991805760995554600701417964,86540.0122921339977380048772745279890601,0.1071913271334280850965674067921911621638,18181.6239847645650873001877366448625087,229050.4937261358945758287624497339348295,0.1409010754795375242837681176303163589477,63255.9833740579552848847437263519283868,315590.5060182698923138336397242619238892,0.1057651078743178946024185271361345945997,65421.7892697404563519591674186648981959,966123.3158587873809893964803089932671357,0.0581809930019252065968506353717190440657,110171.6272027946937824741161736155424435
1993,707895.5978969053962760416163049669404485,0.0842874155299487939146698269329931905799,116946.7132070457009222694520957680168908,523614.1378082222028293646941029840489402,0.1097368973080467973841822034025836264782,112621.190104616593930127498705825643794,184559.0540698458415523775943107320697676,0.0798292817541628829145725294248012292555,28877.1047861420709706445690376349007901,267793.5551065173604720505686360512679587,0.0724698204572748415977384643849548383166,38037.6236820419128877246807416084612153,143659.7375955164012393705352848259189684,0.0793024020888662337320472798004371695548,22329.422058570083540742177582923867584,40899.3164743294403130070590259061507997,0.0911619634154619681096260386480374913376,7307.785504614433952601300720466870910568,708173.1918780680443817422884137161187119,0.0842576679991805022699892280263361010805,116951.2825068771265857859928581249701641,144299.9173534549203732695098179353031356,0.1680721099081336733264376753499954650799,47535.4714755623825844954444103871287049,254468.1639165018201052681567856986984798,0.1152553387813764330229002769372337551219,57484.4763048916446939091100785349147819,398768.0812699567404785376666036340016175,0.104008310646980721996056651067119528645,81291.3811667391863394281982552066944254,1106941.27314802478486027995501735012034,0.0839969628655525404834810152389544809376,182240.2218293256951617873455320123153899
1994,601200.7319197980467857211459482486307008,0.0630611997438250278671722826468249200328,74308.3813057872481706607000496031485686,493092.1100102038632106167771536678448416,0.0747407503998896073005296714478062550613,72233.9856641180070634886529201469958688,108262.0664972309315344577754270933027856,0.0839843516524852036997469928423342516165,17820.9461481232320031583723861793735796,199554.8309321336727416908444807123749474,0.0639721597466473596746815655489411624547,25021.268904307095849473366996702182231,84324.5665372106114486726155742830805142,0.093220669358375596172951100622008787165,15407.1533704691606599679978253490411352,23937.4999600203200857851598528102222715,0.0869540331766949932848585768264584315225,4079.665844753854296679956317941318927636,601354.1765074347947450745525807611476261,0.0630650201250828132416677852187546600987,74331.849957738196157682009616000730254,128831.1683524937891725894945614744336654,0.140318368268052475701899678170462085491,35431.6634775658340685245121941599184601,228720.0475977982115541331966901659392818,0.1198185508785714399077470757625979687563,53713.6131336902902513599965937623053043,357551.2159502920007267226912516403729459,0.0957836279122786183142019104846615669554,67125.2031512044756526792127784804666264,958905.3924577267954717972438324015205735,0.0651401092977476763003150170878249011681,122427.8760589560693409513656184797894693
1995,769949.555817653083393222591669098316842,0.0713468804111099385969696004734783646121,107669.657807758249633393419515130545821,668159.1714748645661330175409739061751475,0.079182057848808954225489844479864969999,103696.1876091525759676058276183339692153,101797.462414075315245975023643165065957,0.11287717488632952309313847873535101149,22521.5955370803460145003244004655750568,261801.9006780447269619946210115508071958,0.0902500971506285925182517222896255320972,46310.1880620089982249352551075421138319,64900.9436040720791893494890430483552629,0.1092710722952936467392010438418369475237,13899.9195731629385050235280541419041022,36896.5188100032360566255346001167106937,0.1456689262212944321732117065526843644514,10534.3655016596487189571753656583118318,769956.6338889398813789925646170712411013,0.0713459333562693600440586366420446115002,107669.2183897692712129600780732565404669,55517.6716794255454799431408836212681678,0.13173057390044701644956816655143859143,14334.2145138167496321167421376314156642,333714.0449514409122190509060670647419961,0.0914928182194070466452698218483545613106,59843.5793659302218826579713379661004588,389231.716630866457698994046950686010163,0.0826663238428895981130438798329580352821,63065.6560683848453890700865684191344404,1159188.35051980633907798661156775725127,0.0590925672589331962890951311049255272183,134258.8545149724318155294111563776663055
1996,800259.8973870149844786143824979137896548,0.0653184870956225011054629751355787217312,102452.6609300111333038374413344376029482,594739.2772527028509904975661298149528543,0.0578424838990180385822241480803191923275,67426.3462544620561373676537083667704274,205523.9810581006706205867592327933477538,0.137048080814955340856510759576966428242,55206.6676443053855296044207975830905355,495780.7151994176167181987651397758405005,0.0949928849399669534484944889833741038893,92307.4552514098938348819741540086166625,123462.1838418869046386232082295126617651,0.1566704816620274493156189661836363763267,37912.044426726239748104700010392781955,82061.7972162137659819635510032806859889,0.129689579982214078355547891342663260677,20859.4176265705200980521428041989990614,800263.2583108035216110843253626083006082,0.0653181977970443104078761657936519299854,102452.6374402623678952428211540955100711,18176.0449091046422430358072155103339766,0.2461809413180798164795878030438750596219,8770.207856519623714788446725111616126095,205210.4578967224364701904761074643371278,0.099568553917767549129436901670215393989,40047.7167414959678654884599127309526024,223386.5028058270787132262833229746711035,0.0946963756271475868072448413295874057824,41461.6286722815004062942905031435621118,1023649.76111663060032431060868558297171,0.0552361932316961650727718634775098298194,110823.3313729709416600995512355253137185
1997,743119.3951789903639438031772061276119398,0.058526864482543238121656999673831667001,85245.1983465409173391124260805107411824,390305.7731631487887116285556332118164709,0.0500559177798981385326141317362316589608,38292.7428333293323827497019900315039192,352814.8797298948646233230655729752531319,0.0973538501434537650216914782473056583339,67321.858382025502117706436685370772873,593938.8883277292456665107621628704984521,0.0713881991487487266088828958401608080867,83104.4461785676772228117285769523557002,249074.1194012264512918566193584686340438,0.1149078189884109557370974992574491694713,56096.305100633813439202493435461850943,103740.76032866841333146644621450661909,0.0822971101787927192505452716157799502682,16733.6269742883002754238785839517788153,743120.6528930436533349516212061870696045,0.058526732890152913410857637120153163753,85245.1509557733213130519174942859765019,10744.1161691588895297662213497633568136,0.3408251531966551641584289845546080164984,7177.255477059827135180652324914595014668,208131.2079452719024836541534881155708433,0.131982794398408445740525184881558229726,53840.6873152211030602415974612876837835,218875.3241144307920134203748378789276554,0.1277680740862799845451952842263012484267,54811.9461091378294681833217446155878578,961995.9770074744453483719960440659972599,0.0554252548175363267260581511565493728097,104504.9894318048132637624273069285028415
1998,467555.2664446760334737570076553733907705,0.0529133166801483046811509267777960784316,48490.2037625621921360708506447319501302,187129.3007781950531483740357505184056978,0.0681446360191041465138030732924886215231,24993.6418564775458572619782490987050131,280471.2152612580693096696933887808169246,0.0756996279786473084728275134144089566022,41613.8706418328329013501385323488861539,382364.738692966194210679682827413467666,0.0644379684164486575562067514241216763023,48292.0616327035591633644327564084843864,213245.6510905340466363205247057315954431,0.0838868121204848712028656049090284707154,35061.4558223425147377491497546132027022,67225.5641707240226733491686830492214839,0.0766218476074638178276675429650908834575,10095.8559891013917900867754188131481558,467600.5160394531224580437291392992226219,0.0529084574266194116153424503845304349931,48490.4431112557987994634990203420871245,26085.1199286516559868355934129631665578,0.3392185396262384727070797816010251757085,17343.170324818109110638200548857189948,141323.9455403505144263623677064433943744,0.1877320019946608143629578690273934655847,52000.8133631058613865917811590378566731,167409.0654690021704131979611194065609314,0.1700435837879844382666165246838078135892,55795.0014038550280960886463452731613311,635009.5815084552928712416902587057835525,0.06256068652790643913415614378909722196,77864.205327096348828608012834530587613
1999,183143.6506319836376147590110086836628977,0.0509231314470374503710378328230814510224,18279.4464618527001486267962485867279771,75532.494264772189738572137897212161647,0.0525910683707280984300027679776567605003,7785.775757376913918868297538954621035757,107629.6851086509071010479798359016723339,0.0758543423341246815569122481882325432469,16001.7907999094687645496193399791736499,141885.0602748597784936838933984538453617,0.0639744419698604693976614503465101065506,17790.9544076905768087681536171298778604,80633.5342351277406456352509192723599466,0.0882873659609957452037777944724336692366,13953.0877976605958821865963427485474204,26996.1508735231664554127289166293123873,0.0663141043669595399624911981143621619593,3508.842110404682375597649585252836309955,183162.1793734230968396201177331138339809,0.0509188071998039096189899750002758067421,18279.7434077100130157086266371665826351,9745.031202465112081775409281609958039609,0.1354607162275275190814065771239940932744,2587.33505643723452815124829481834238113,60428.0735160103838865223890888114725258,0.162457206662463072339580760785899790285,19241.2730137138205215334737307995668793,70173.104718475495968297798370421430565,0.1419813103275758630693309971117427859123,19528.0079410593610272600759253712363344,253335.2840918985928079179161035352645455,0.0606620962372011807841520729604422829711,30120.9847923684494089289464710759641984
2000,237470.8946306122132864341902113733926686,0.0771785749300625001158231283725149078677,35922.2238605170554133057062420758265635,142120.0370688440028755077883438975541599,0.0828110882362668537247997318820056001458,23067.4652625051313082110759432153665685,95373.6859425876348386716762646885296843,0.1111820219926969387529771454624610569096,20783.5249260669645961855164090459635341,136645.3056976246448025290306033188612951,0.0980846601683759643409671685515249173016,26269.5044109925079766580390438236950373,71528.3852843438991560074925535670301473,0.1099631775668180315970523853837537835239,15416.3575228965608414211760554558166548,23845.3006582437356826641837111214995373,0.1279583789908377778180963168059436062933,5980.363796804929905976766428150646223963,237493.7230114316377141794646085860838424,0.0771702294308854710619587393688405123544,35921.7923826471938760031807503361792023,20765.7188912856115370307665708502716331,0.139765716408475471992168210125325698299,5688.57773205199110539725784384595706546,184458.1101167112869320157717338483392346,0.3817085049137639330307201761099897128597,138002.0896864618658722127694609234648727,205223.8290079968984690465383046986108685,0.343905285046063809343135679501742212238,138332.016449950070679244073706270641241,442717.5520194285361832260029132846947126,0.1804739660750960546597034786713324110343,156602.0252294476801890919489986954902057
2001,428499.5237821549103729754190448301612655,0.1046543942922489066557148452829358038051,87894.9419072395138745931281423129008849,326346.9704195074896175901412545026883408,0.1224458093331689982974429840452559595304,78321.2450762309400725206846363968257463,102198.8580351114234542058157087768122885,0.0763670286119846402035852366142572029949,15297.0613067318404268889998552478931408,194807.6333216548473684643061446212284729,0.0875032518770264540851901505222808255356,33410.7507559798644219178787214943562222,71070.4858275886585526480196622741830378,0.0693627621297550457078402818859391763587,9662.104597694112216482590006667644014236,31128.3722075227649015577960465026292506,0.1142935531116271576969818092578593076497,6973.233633870843610794761361023573882016,428545.8284546189130717959569632795006311,0.104647122039912814480518477268729819486,87898.3317155726521341922175366936296134,33317.0489666309295598250863259306488586,0.243880902718538096375131723633101956791,15925.7682766833883691985396552370390314,159871.649536956296110051853227694954078,0.2209017909316327382795817681050980230572,69219.2300557396400039826836531812436899,193188.6985035872256698769395536256029392,0.2018959964315237111662576828803044183987,76447.8885760342750009618160789283225727,621734.5269582061387416728965169051035677,0.1207102250163703820702953275204983121104,147097.4407131604542987178852106960992698
2002,250768.4087223904384176090627949484522006,0.139281977762254346316310892310596742418,68457.9390572098720364903387883802482423,154529.4417833698813067267504547929729464,0.134106620302101779191464726488975038571,40617.9055024867275324497889075911536439,96270.51043698355771813762051178100139,0.1924694139326282434455130549334136113409,36317.0922966903439426526092996111166099,179504.4177262867725344202547675420354999,0.1709083145329934680118681213613352778379,60130.4430702590930874180725765849235528,64157.8704030963644450530945199828593186,0.1959800194479042621987643674015509609482,24644.3749510964956690338862293161726355,32112.6400338871932730845259917981420714,0.1890392289269214624832165283216274766176,11898.2754731950952748834543873765525613,250799.9522203534390248643709665739743336,0.1392640577146767095259738860844559935177,68457.7412808727864894520645758784321877,7753.0515258495986934370587405752833961,0.1838455658775338480581344723139077006062,2793.713724293093564320374963125912533971,59877.521779566975853550539879205250267,0.2128036899692858397401540154966946916586,24974.6288585799372771977754859795040683,67630.5733054165745469875986197805336634,0.1904140470187029603483156659220627774687,25240.5098839476806660189584346544023717,318430.525525770013571851969586354508,0.1204884026690500224099863291978211263266,75199.6833480657304279085785197659312722
