"SURVEY_YEAR","BIOMASS_MALE_LE119","CV_BIOMASS_MALE_LE119","CI_BIOMASS_MALE_LE119","BIOMASS_MALE_GE120","CV_BIOMASS_MALE_GE120","CI_BIOMASS_MALE_GE120","BIOMASS_MALE_GE135","CV_BIOMASS_MALE_GE135","CI_BIOMASS_MALE_GE135","BIOMASS_MALE_LE94","CV_BIOMASS_MALE_LE94","CI_BIOMASS_MALE_LE94","BIOMASS_MALE_GE65","CV_BIOMASS_MALE_GE65","CI_BIOMASS_MALE_GE65","BIOMASS_MALE_95TO109","CV_BIOMASS_MALE_95TO109","CI_BIOMASS_MALE_95TO109","BIOMASS_MALE_110TO134","CV_BIOMASS_MALE_110TO134","CI_BIOMASS_MALE_110TO134","BIOMASS_MALE_TOTAL","CV_BIOMASS_MALE_TOTAL","CI_BIOMASS_MALE_TOTAL"
1985,12728.4654325857830252980114226507348578,0.1844498334818555419729046216958293621405,4601.616125859204011517216380837368510295,14967.0427460773601406678024637611860348,0.1441237807349469370304673153204876262061,4227.929302493013815514891028058034435313,6380.72739821501761817109978604839128742,0.2396460702795354814146048646055624251271,2997.067843154099636733283172824612581023,3424.914199125756865291931844997929338313,0.2296337347168528516730715132387973460991,1541.492643714852126066747457201636001197,27685.8263783282457836444281538328571817,0.1331342584094591173523200728352327178181,7224.426648130273737178506865924522083931,4446.291201162002341299261876396823349843,0.2107377739308386860817648472675107186369,1836.522959563064280695375550584988978996,13443.5753801603663412035203789687769169,0.1367410125348208104044252845504842652637,3603.044694759781506861016917975345787214,27695.5081786631431659658138864119208925,0.1331357665704652615972794449490836254403,7227.034915372819169575204778282594257263
1986,12476.6117948595413998059821084412448281,0.4583018305925998099419139349315742163471,11207.3858893476063818955123749803465166,29314.5677463774501774562392446408221939,0.4707173455881999157582854091141283904681,27045.7960126148958688510232179771998779,13757.1947014200814621849985310148300839,0.4311666926585250380587187663871336613942,11626.0225137545355258791967302397486266,2061.915707405429919206210204163535063798,0.3485850019711751959112627194743943143946,1408.755666223425018292453729294417288762,41770.3602800575085107709742962081191103,0.4638012834224023400693472582924397106727,37971.3675455373469902734080175178562035,4723.344095157839062331869004480913117205,0.4178214203000777408840421609382749874586,3868.088103273474378629912671963576336438,21248.7250372536411335391436134227887572,0.5409013608703841157582565919046450262853,22527.1900072457518969822612750374002525,41791.179541236991577262221353082067022,0.4635828000533748961779009146182145450191,37972.3971773495213807331890940925577817
1987,16914.4546715252091335377919380095672978,0.2450410731386232145270631487288336655276,8123.682803559666307494425652403609521524,33171.942959603143658812618925436828458,0.2196477392161121376174226778238814877232,14280.8388619060103539919209779918957587,19748.7559799446396753757761166444278225,0.2343978369698815259236979413724160184318,9072.968741708271588277320943830630201199,6339.798985917355625875344398477380944172,0.3214397835764152312675198735948113329457,3994.212683344453032065787187575128456186,50033.5454794201063226120314153682586647,0.1980398464603762820531944159360649635657,19420.925902640718875529566453644262802,5435.533482304923069006300343000997218778,0.3295840613486561662361093012320804143527,3511.271793361534483497681146889397878053,18562.3091829614344220929900053235897704,0.2221648965197988406601714394894492631205,8082.83125765023213360126927642064330628,50086.3976311283527923504108634463957559,0.1977910564515952359653708324812647870871,19417.0173425784856973596978902471278385
1988,10382.506812362390687710420187303455945,0.2166457582012924170192663356480507557424,4408.67907837289423273275488789827725445,38966.2786487283688036793564839306585666,0.1918145169598386978053467612615830839402,14649.6239167874841387634394491394453623,29241.8606580935631873096082051598486668,0.1943100104784877679740790715816935931938,11136.6930517338933838614922682871221816,1290.447065689146814324040328549051881067,0.2764712053974826320289813513862240558325,699.272053275336827830862056719070250348,49348.7854610907594913897766712341145116,0.1679774358442751348457597783224873527899,16247.3855898152103391567625614047467967,4772.829500818306545216502070317413903014,0.2803060283475614891433087007101684080025,2622.191647454729812770828245096683807443,14043.6482364897429445396260672078000607,0.2187804599677755498823116520114819565746,6022.05260877753717305717611413647367141,49348.7854610907594913897766712341145116,0.1679774358442751348457597783224873527899,16247.3855898152103391567625614047467967
1989,10042.9077463416433204742313440065072435,0.2544912560050872789193978398144144862511,5009.431124367022361733880770307238921644,45134.6933365782783359586893103775501283,0.1863779643391179740624868269838158855686,16487.7400396779515339421427092523575372,35596.8766429290756032662111334981982297,0.1943863504251603518997773328734723058363,13562.31199682108915424996779165956547,1463.017560361995126168938144784878436231,0.3218407736249383279372849232417313605832,922.883058769397861522151077548153235251,54975.9688712375989550622597584428552762,0.1786354353041010994475042459719142236117,19248.4860159333505070713015032659892705,2764.855055298205317102807619780524346508,0.3300163954066799112699914531705347111675,1788.397098376042739474997257484376654604,15352.8518243306456098949637563204563594,0.2276476660609693517177959300255188180198,6850.280134969983139904527859420612011756,55177.6010829199216564329206543840573716,0.1779547198907979847328307381779175383919,19245.4645081161241616621338251480728489
1990,7291.480106008068927415047837731429658434,0.1995654435159090229746571375619202654974,2852.049824036138124623626673141090675589,40507.7388486675867367521577692227445654,0.1855196722525580556031127097453528535602,14729.365572398167214306656976383035128,32018.90175413947232602709548321246884,0.1997003519125997227919254265423157091816,12532.6044583869540151282702679997165638,2152.383961316736652794590975769180747836,0.3948234199784964909499748391097637805409,1665.630729559318206588642647690670258399,47703.5412926568813006109902736373837111,0.1737809804871636222063894755388800560533,16248.337629953706824558633323587645041,1911.841337523084695812690089886772793837,0.2804171823002964146851511928476184280329,1050.781795311968604126249484144848465977,11716.0919016963619895328290580857518422,0.2179165091356478986216274461289165604332,5004.13450194300703339324346665155584235,47799.2189546756556641672056069541742239,0.1733932079001541696103250054571161303782,16244.5974229592090201474440924626943371
1991,6752.059297922368473694665589749553356155,0.198330948504902144360576292397273006807,2624.718956839842496801336481768634806322,62321.6181383616712149868023389004470785,0.5691739863119740789428269500216179442498,69524.8139052789250107150239172378623755,53844.7143767000368778851550691812481734,0.5864557814701338732817655454055386493436,61891.9863337345940130098979150201314154,2267.456860645959238972082831262917414597,0.2635644132353673429751324851528926458631,1171.337036544814274715453678553120034234,69064.4519088944302530439525747231210021,0.5194699498783078047168693959801552581603,70318.7384481129313612150256848928686573,2757.219434342730850535556414532883749956,0.250429602936506974074215927656701331297,1353.359161576490077703039130066922843594,10204.2867645953127212886736136729510969,0.4098075829742485914240222650460357804113,8196.316426150843830608299171313562874299,69073.6774362840396886814679286500004343,0.519399545990989961819177841997793658225,70318.599932654674633898588274809763261
1992,7092.908550400093372894913842267511203774,0.1840929560272532467736697047430167584785,2559.27882367330059916834672437375276248,19348.036945804700131931010996030360797,0.1785454015898093433694532800369208083893,6770.825931867810101697400820675895244565,14835.6589382824628475485338726189407689,0.1808297437660392558205455427590364385713,5258.147672643536791604401502620751261568,1138.452061098877466937527123840117376081,0.2355398168435350590973666029571070481221,525.57554831449418269484041630108735586,26423.8481087717112805794715266122229583,0.1565449673865504632830980796712731103995,8107.580063213068134994731804882284190429,3310.920840649008214429002259495741623121,0.203469055563971481498560256313329636801,1320.393075528091470616676875858444621891,7155.913656174444975910861582343072232679,0.2415555655421386620060852561103491882832,3387.959509568345249425811658016197484148,26440.9454962047935048259248382978720009,0.1564144543074353822806964241460851530978,8106.062279876567508068590084008159421195
1993,7285.1399424367359545480498447424128564,0.1589657331229987659423506856328752925924,2269.851719232069649167294053633758821552,32870.0977038057753587193130283280231298,0.190721982489148789644499584774932342824,12287.3383894164356564785068482788684869,23071.0607643679763763048605929299971233,0.2064585737526251493548817427089319422997,9335.907868728261918090921268766405233481,1000.084792627317251299969237277438258728,0.296099092551882119566440876679692534968,580.403431160896261310082677240288856436,40147.029955981868201840114252567969559,0.1707699661154490035250753276837328707878,13437.5776126291218754141789388659088303,2527.154596847341260210916392724878327421,0.2267243237327878146455930961376165309563,1123.01613719930217269856522502922788157,13556.9374923998764254516166501381222768,0.2048936736354965072433983837857446655908,5444.352223086629114152415634767784268594,40155.2376462425113132673628730704359861,0.1707331052761673211965480441474506332883,13437.4236962330623064792625698137082781
1994,3600.955505900950922779447343771007112711,0.2098529389963636820791383097148671817668,1481.115348372566263003323908970874111241,22279.9194325312982132676185660888154853,0.1516979609552843976694826499012090190594,6624.443962399509381055826915433701957252,15876.4092773334723367347321164794311893,0.1761627844060391114697025055769057815594,5481.791630743273971067041282647630010588,1000.90013486209706113319416136578395013,0.3942761320576601613296097504440441503626,773.476826148859370009354407373829479241,25507.7135535049900307160347346722824553,0.1447474908862327920483504488112713468196,7236.667968824616412998356178626699636345,833.676859025233841754666316797946221762,0.2030423311039303493463718911083776084013,331.77251797401694073084507811559552177,8169.888667211445896424473315216661236854,0.1715440274224438495006991391981349974983,2746.931386910209675943068413280791880011,25880.874938432249136047065909859822598,0.1430557452120286262303940559140441497738,7256.719388071212146397717249953803955568
1995,6665.238457753627716553759473249146864533,0.2543987528798738491676281793485873118453,3323.431568547013398735045452307751651747,23348.6782976114317329853612796125915436,0.3221115419207862266155499650494645449228,14740.9223857817919104586076681863295126,17449.710195634756481889866918465177471,0.2938215051459479093695502855831867634105,10049.1162235223147118706177306744926816,2230.052703614503269083998766925701977229,0.4105017668159541093537124737463078889889,1794.263526855839731812275887938025958898,29967.4046726923374855371814313465067837,0.2951725520203167554954417562199636370979,17337.2884167417583040378710130654819431,2303.405375407926067289881972914317900697,0.3007791304078155843630246528359342700523,1357.919880952092653368547895379796220011,8030.748480707873631275373094556541059106,0.4047205906412323993899485395523852256407,6370.410166070409887718342034484932856481,30013.9167553650594495391207528617384081,0.2947417164514414735491102129668089170688,17338.852550137674205818154057058794727
1996,9067.412512664088197894983955479659201564,0.2298863346151980123685606951532987688038,4085.569484881446730191675916299345579499,26849.4436444489635034016785184260647196,0.1512981213735058271634608875789490317339,7962.049951324730074891342498481281104762,23246.1481030018359524624146392035643242,0.1658311315441625810601225548461150834713,7555.672686169406488916964130307563032633,5214.456604481372373630776246384790009099,0.3179855428650425626692132113696955305159,3249.918755679542825313527196292481692246,35553.9231866399574201670075171353034682,0.1322090064689602107006168460209883895629,9213.075766735617256115938118540131213341,2183.709669541270971169164227204278308693,0.2637804758629822631657908887318789035368,1128.999152525256715129063181026886102494,5272.541780088572404034307361113091279151,0.201087758365293502811983836783391979566,2078.07747059291603056927177194580937913,35916.8561571130517012966624739057239211,0.1317884047245965284683472677054527275977,9277.51334431071396779996725632247464159
1997,28030.3320173352034806738062114092547315,0.3501930319060121496753647543749263190995,19239.4128307862504013964034975339104815,38643.112198001747131899936101293367114,0.1817353738747814698290544686670583360275,13764.7280682583926797289124289166544248,33512.8783291571110657329886695922188267,0.2002582358301655058176043696724036442483,13154.0105879044558709323566779149602668,3216.225962491467739257603425108243953812,0.686015245484944530832111849121649479169,4324.504884659527034294290908251298729753,66639.2701626314479608376286694438926612,0.202688653904008134601499243051632177646,26473.7669741622308097532530129952670852,17617.5590820836462897955705885490195116,0.3681277523857802660254115000564705872367,12711.6043577258399154992261899584622418,12326.7808416047255177875796294531395537,0.22311121225318553613417909139834991784,5390.476312829554984726623097112838427549,66673.4442153369506125737423127026218456,0.2025663389961736015064382645053117838648,26471.3591858141725581931959593737113992
1998,13307.2001162641588598913520711701118865,0.1517834932195047897724361180292117070409,3958.834104490445640625357005553639982792,37722.4493436985407314418087783163556828,0.1264731330950575937658515295945851369188,9350.917658773620898023540757985355890212,23306.1177067294552460744665240038640253,0.1460387612251731548289293148446115997757,6671.049255363332392073403385390543270652,2196.508933989790053218510262333360254932,0.2937394627202842103619841209834707268973,1264.594654095711687722582570094523725649,50905.2948944881433685675845447872404371,0.1215140725091701548671021479036482077215,12123.9910020226622211762934658138402015,3366.094746453275284578277629296097480189,0.1969806978304143817206220942071565559386,1299.589156554529545109141199072266573231,22160.9280727901790074619064338531458087,0.1708409184780905743702409658584368626352,7420.546880313456634477270651941190065821,51029.6494599626995913331608494864675691,0.1212191781456855786145023007262288417209,12124.1134504542484718567755610758010998
1999,5018.396908736167477725633938169072659281,0.2882841791706388748403232694651912515833,2835.579889831456039025801242977938151166,41264.6514073650773013589026114187004572,0.1857781187098104346759534471527323801091,15025.495843045774482281571881568871631,30959.4599287187557572210446319747850399,0.1932351269621942016867770695744109655278,11725.61213321358793143119691722132328,2233.785112298979970673726179097046370112,0.5415972553827245863484597991271272269404,2371.231296434400798045177235357970658811,45855.3699267624994485339283047148806155,0.1758686244740352847600681007685001829639,15806.4608341848191918980688765368360733,1120.632379054408471010513237559335088221,0.3731325831869402061457511144437836577498,819.563130623015645427365372892291601814,11969.1708960291005801792525009566066182,0.2421871890432735771733974579815865098155,5681.608514796182025478249515485585455182,46283.0483161012447790845365495877731165,0.1742487145872543006605264108853745923849,15806.9328854704360730136077995010787393
2000,7067.210285639577134945794317321779825815,0.1837525254975125260658883158309842889558,2545.290766888207592654821963592450689115,32740.2502965860319220927523320792867317,0.1432324599491374706867439401398098568829,9191.354515087770226276594584301560481755,23250.6785642745786230412492542613096933,0.142120418561483334591515919752884994437,6476.616492010694564431119696075652803039,2737.13676350934601782510979747631391272,0.3497792689951012933768721031354931836088,1876.491644708636329790590859651158589915,39786.8612502338228257587888460395572005,0.12800764281915615176363980169676334057,9982.323754677901291690489767886778530164,2547.021032873440150757415262341192115031,0.2041683541329319888251761876331806995479,1019.241340758512245259065402156871153097,11272.6242215682442654147723353222508365,0.2002485611377159705983326687426161840987,4424.360490005804668086336275737093612943,39807.4605822256090570385466494010665575,0.1279431826685188684927471577627608781274,9982.46267364944891846347343201128635938
2001,9902.686920166026028217994002711989515857,0.1543927637188048601729948271170906916754,2996.650275619125621858219288704462587149,25164.7685044744064795291240536774959845,0.1646492154331734584403701329713399463659,8120.984406005523844024532312645703180369,21465.3049720748956562410303246760865103,0.1839888354702750659926753815850622877496,7740.777871059675981794193496786430884932,2274.383072879827253865656299592147404831,0.3376104789873526663138682848382505220136,1504.996894925943593645594523046836649837,35008.4185960498493701812313301155134377,0.1354599964948619195458143822376262847134,9294.790910210680018852330936186627556386,4791.850956616312690625748738243424679328,0.1601338159864534080562615331519695522806,1503.981263469762404891883749757372707336,6535.916423069396907014682693877826905859,0.1629760532159157265931564834959321567217,2087.787811050633769012274996694519729489,35067.4554246404325077471180563894855004,0.1354362357501624699942884118903266828664,9308.83215369783415535215559011189667697
2002,12024.3299708304245696101272448169748726,0.2305509771869630572878144754267811704558,5433.553208595145102903450245906657142226,37307.1520500552404816338322127141233113,0.1545961183937203486513673396957510964968,11304.3801547152188816545531296749296541,27634.7713171015910145179783550857715347,0.1640929910069622017377372813212302140051,8887.95767118455241170107807138780121394,4757.811001370268791223569024405900839958,0.4401646062187025208721376203058440200378,4104.671211527063961574336010924438037332,49001.1187537485455225692173404161278043,0.1464997052372655740620462193275861224936,14070.1529292919999426911729520822153118,2410.902152845287883385505318221707827649,0.2267066969307402468972814778212365113534,1071.272620841741125183320916346076613122,14527.9975495685173621169067598177179817,0.1833915513619487955020079404689852269386,5222.05153724400354810573202702870851884,49331.482020885665051243959457531098184,0.1459736288507559446856989806821115534818,14114.1470764620276246882087862336528734
2003,13292.8388744430775634878609431471329883,0.1748939047604244538836024454483812134295,4556.679532360930188928023549265641709367,76401.1131149360640221800355286146240206,0.3943008580999749585513493162694889346544,59045.047943584579921021157274073590659,62239.5484919982559804039509247685035788,0.4438243809211424013828414916264249358422,54141.9209934141942377548337042122809736,5020.013839240495666517801284478101157196,0.2053518811461880488171783089832196869613,2020.503799125149512383735816110182417053,89549.3823436158986488490047593541137408,0.3464448849140385834859097323112160582773,60806.8939019082075252120009081989002469,3775.864707772154466411029015556382153456,0.2069287259017185874919918511073127685734,1531.416351386851533977692170439845485876,18658.5249503682354723351152469587701195,0.2001865769534201907821750363933173510512,7320.965031995834775874628403426802642198,89693.9519893791415856678964717617570088,0.345899268110745139458188728520476458123,60809.1418002896538183186936322647523289
2004,27916.8273978214090236858833816902811092,0.4005739465944356157626200683198235878918,21918.1973051963405965108025016697050776,68851.6216039256734574786166834025330549,0.4027872294527437865298737239362619551487,54355.8056619808467588568555517349972654,59587.6636647673302448063738232776741356,0.4090047804263354105803245849018453413397,47768.4130149199139555302812667089162835,6593.794326487129129843525084048536524531,0.5524257427738994188129616919964773943998,7139.460187875633273686665513776625439022,96046.9082265153199142473803886074831455,0.3721937051226312784648322721378115234338,70066.1870912641397608497689058208405744,11999.4841857076008988393196181296871235,0.5114657442192680940398403283796682586336,12029.157214208941522600815554346339161,18587.5068247850222076752815396369163804,0.4287732585575285823394954044821644677098,15620.8587046578158836373293275570805503,96768.4490017470824811645000650928141641,0.3695873844661877930649939032092116985519,70098.2200121945552316936951103898825592
2005,18262.3317296146561725383097865356570859,0.2660729839301325221937803268463768512532,9523.861669768198975059122679812525087109,73124.1968256590768794028116412206687168,0.2315719322588776517283698762749982636659,33189.6826454408655314971780582645199607,57510.2196420955410382687685483388378992,0.2363505989513123315156950311426708242005,26641.4467221323841332107876721829001453,6863.130570465856919656319590123941562119,0.4576246532942101041830037538762389681122,6155.845985731771075472832169125331212375,91034.3189707631866659835224016400932903,0.2034267171182887553277265331893180437724,36296.8728005101602489129271308502689247,5697.076935977323295906512648735497894082,0.3730860280594193518869227757059390444775,4165.979618961704672825582193596423025352,21316.1014067350117981095206405580484475,0.2302925413190660306920596572596661172281,9621.520761384971522802860036791118027855,91386.528555273733051941121427756325803,0.2028638951682327881502372837547300036095,36336.4932113064950416106989102369457072
2006,12876.6282382634595025646336049779205382,0.1527129125777246698131643842916780881045,3854.197708793745501333151133524724842091,55679.4616259482993624680796838731580296,0.2044706180094238130994680709674704688092,22314.2353010157070352081994142887602437,45315.0694014531411550367171068621270766,0.2236267330780848426256969733846534728364,19861.9754217291568848724763282104687181,5370.360507568421229427917904789177784206,0.2541398945925868686544438197719110221101,2675.052792502554576010457185755418218177,68206.9329627399421284479726347960447738,0.1741632826265135872825975683786401523159,23283.120951647590871956416091518738914,3811.524088408719918397219898226718720366,0.1891565104403048882989677118308944459403,1413.110208204212898601172971014767574701,14059.1358667814765621708583789730549865,0.1522196664801454263720350535545077988972,4194.550866375432219218932391708089573015,68556.0898642117588650327132888510785676,0.1732973870900849478425403654747229550713,23285.9588354586706351529515171916013715
2007,16994.1285619844535964972982209253845705,0.182059829248405969338378000545826193995,6064.138362671883061837494346301878436504,76879.708029412017200902893308080691622,0.1943910478869104531536120775970741357522,29291.6649299511659893074989424667124507,61143.4175458136663003074277389624117619,0.2150402117283900294833327106315772848689,25770.6551715042922065449296776297864674,2478.671100945243342250248296330078658582,0.3147244527771183853862032720699067202206,1528.992875484520582462081693673883600131,93860.1217354721483352128189094939734771,0.1791528781883739291111150114835586809937,32958.0094738011403632592923729138875505,8277.172330171526026872512904424031249656,0.1876128885977415100345149216154594634212,3043.692252158166880613846459221839913205,21974.5756144660351279700025892895545225,0.1747640943391407157648058474455459018386,7527.118939268281521842233527243754476441,93873.8365913964707974001915290060761926,0.1791242189256808968030981722900691818466,32957.5522077021553795584256916489779605
